Site,Surveyor,Date,Transect_Location,Point_Location,Point_Loc_in,Point_Loc_cm,Depth_cm,Depth_raw_or_ft,Point_depth_m,Width_cm,Left_raw,Right_raw,Discharge_L_s,Velocity_ms,Discharge_EPSCOR_L_s,Stage_cm,Stage_EPSCOR_cm,Stage_ft,Stage_m,Time,Notes,ExperimentNumber,Experiment,ReachLength_m\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,left,0,0,0,,,94,"1, 2 (ft, in)","4, 3 (ft, in)",1.53,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"1 ft,4 in ",2,5.08,2,2 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"1,6 (ft, in)",4,10.16,4,4 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"1,8",6,15.24,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"1,10",8,20.32,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,2,10,25.4,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"2,2",12,30.48,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"2,4",14,35.56,5,5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"2,6",16,40.64,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"2, 8",18,45.72,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"2, 10",20,50.8,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,3,22,55.88,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"3,2",24,60.96,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"3,4",26,66.04,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,"3,6",28,71.12,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,50 m from bottom of reach,right,37,93.98,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,left,0,0,0,,,142,"3,3 (ft, in)","7, 11 (ft, in)",,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"3, 7 (ft, in)",4,10.16,3,3 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"3, 11",8,20.32,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"4, 3",12,30.48,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"4, 7",16,40.64,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"4, 11",20,50.8,9,9,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"5, 3",24,60.96,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"5, 7",28,71.12,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"5, 11",32,81.28,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"6,3",36,91.44,9,9,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"6,7",40,101.6,10,10,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"6,11",44,111.76,11,11,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"7,3",48,121.92,11,11,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,"7,7",52,132.08,10,10,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,100 m from bottom of reach,right,56,142.24,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,left,0,0,0,,,84,"aa assuming 1,2","aa assuming 4,1",,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"1,5 (ft, in)",3,7.62,4,4 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"1,8",6,15.24,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"1,11",9,22.86,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"2,2",12,30.48,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"2,5",15,38.1,5,5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"2,8",18,45.72,8,8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"2,11",21,53.34,8,8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"3,2",24,60.96,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"3,5",27,68.58,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,"3,8",30,76.2,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/23/12,top of reach,right,33,83.82,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,left,0,0,0,,,79,2.66 (m),3.45 (m),,,,0.762,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,2.74 m,,8,6.096,0.2 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,2.83 m ,,17,3.6576,0.12 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,2.91,,25,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,3,,34,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,3.09,,43,1.524,0.05,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,3.18,,52,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,3.27,,61,1.524,0.05,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,3.36,,70,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,middle of reach,right,,79,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,left,0,0,0,,,51,1.72 (m),2.23 m,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,1.77 m,,5,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,1.82,,10,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,1.87,,15,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,1.92,,20,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,1.97,,25,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,2.02,,30,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,2.07,,35,6.096,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,2.12,,40,3.048,0.1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,6/28/12,bottom of reach,right,,51,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,left,0,0,0,,,69,164 cm,233 cm,0.02,,,6.096,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,170 cm,,6,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,177,,13,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,183,,19,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,189,,25,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,196,,32,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,202,,38,6.096,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,209,,45,6.096,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,215,,51,6.096,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,221,,57,6.096,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,227.6,,63.6,6.096,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,top of reach,right,,233,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,left,0,0,0,,,50,209 cm,259 cm,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,214 cm,,5,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,218,,9,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,227,,18,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,232,,23,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,236,,27,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,241,,32,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,245,,36,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,250,,41,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,254,,45,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,40 m from top of reach,right,,50,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,left,0,0,0,,,109,91 cm,200 cm,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,101 cm,,10,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,111,,20,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,121,,30,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,131,,40,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,141,,50,3.048, 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,150,,59,6.096,0.2 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,160,,69,6.096,0.2 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,170,,79,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,180,,89,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,190,,99,1.524,< 0.1 ft,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,8/6/12,60 m from top of reach,right,,109,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,left,0,0,0,,,166,70 cm,236 cm,0.51,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,85 cm,,15,4,4 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,100,,30,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,115,,45,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,130,,60,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,145,,75,5,5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,161,,91,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,176,,106,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,191,,121,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,206,,136,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,221,,151,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,top of reach,right,,166,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,left,0,0,0,,,107,255 cm,362 cm,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,265 cm,,10,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,275,,20,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,285,,30,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,295,,40,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,305,,50,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,315,,60,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,325,,70,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,335,,80,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,345,,90,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,355,,100,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,18.5 m from top of reach,right,,107,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,left,0,0,0,,,206,104 cm,310 cm,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,122 cm,,18,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,140,,36,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,158,,54,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,176,,72,10,10,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,194,,90,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,212,,108,8,8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,230,,126,8,8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,248,,144,8,8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,266,,162,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,284,,180,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,302,,198,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,10/15/12,49.5 m from top of reach,right,,206,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,left,0,0,0,,,121,0 cm,121 cm,1,,,0.762,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,12 cm,,12,5.5,5.5 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,24,,24,5.8,5.8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,36,,36,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,48,,48,3.6,3.6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,60,,60,2.3,2.3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,72,,72,4.4,4.4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,84,,84,4.9,4.9,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,96,,96,0.8,0.8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,108,,108,0.7,0.7,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,top or 30m from top,right,,121,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,left,0,0,0,,,80,0 cm,80 cm,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,8 cm,,8,0,0 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,16,,16,3.4,3.4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,24,,24,2.7,2.7,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,32,,32,3.3,3.3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,40,,40,3.7,3.7,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,48,,48,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,56,,56,3.9,3.9,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,64,,64,3.7,3.7,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,72,,72,1.8,1.8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/15/13,bottom of reach,right,,80,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,left,0,0,0,,,144,0 cm,144 cm,2.92,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,14 cm,,14,2.5,2.5 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,28,,28,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,42,,42,5,5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,56,,56,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,70,,70,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,84,,84,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,98,,98,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,112,,112,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,126,,126,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,140,,140,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,top of reach,right,,144,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,left,0,0,0,,,90,0 cm,90 cm,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,0 cm,,1,6,6 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,9,,9,8,8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,18,,18,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,27,,27,13,13,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,36,,36,9.5,9.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,45,,45,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,54,,54,6,6,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,63,,63,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,72,,72,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,30 m from top of reach,right,,90,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,left,0,0,0,,,90,0 cm,90 cm,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,0 cm,,1,1.5,1.5 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,9,,9,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,18,,18,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,27,,27,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,36,,36,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,45,,45,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,54,,54,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,63,,63,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,72,,72,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,81,,81,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,90,,89,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/28/13,bottom of reach,right,,90,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,left,0,0,0,,,90,0 cm ,90 cm,4.88,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,9 cm,,9,6,6 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,18,,18,4.5,4.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,27,,27,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,36,,36,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,45,,45,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,54,,54,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,63,,63,0.2,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,72,,72,1.3,1.3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,81,,81,1.5,1.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,140,,140,0.3,0.3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,top of reach,right,,141,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,left,0,0,0,,,100,0 cm,100 cm,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,10 cm,,10,9.5,9.5 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,20,,20,4.5,4.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,30,,30,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,40,,40,7.8,7.8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,50,,50,7.5,7.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,60,,60,4.2,4.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,70,,70,5,5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,80,,80,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,90,,90,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,100,,100,3.5,3.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,30 m from top of reach,right,,101,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,left,0,0,0,,,64,0 cm,64 cm,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,6 cm,,6,1.5,1.5 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,12,,12,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,18,,18,1.8,1.8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,24,,24,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,30,,30,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,36,,36,2.8,2.8,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,42,,42,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,48,,48,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,54,,54,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,60,,60,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,5/29/13,bottom of reach,right,,64,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,left,0,0,0,,,88,0 cm,88 cm,0.99,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,9  cm,,9,1,1 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,18,,18,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,27,,27,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,37,,37,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,46,,46,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,55,,55,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,64,,64,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,73,,73,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,82,,82,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,91,,91,0,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,top of reach,right,,92,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,left,0,0,0,,,73,0 cm,73 cm,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,6 cm,,6,0.3,0.3 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,12,,12,1.5,1.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,18,,18,1.5,1.5,,,,,,,,,,,,,,,,\
