Site,Surveyor,Date,Transect_Location,Point_Location,Point_Loc_in,Point_Loc_cm,Depth_cm,Depth_raw_or_ft,Point_depth_m,Width_cm,Left_raw,Right_raw,Discharge_L_s,Velocity_ms,Discharge_EPSCOR_L_s,Stage_cm,Stage_EPSCOR_cm,Stage_ft,Stage_m,Time,Notes,ExperimentNumber,Experiment,ReachLength_m\
BEF,Lisle Snyder,7/7/16,5,,,,16,,0.16,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,5,,,,26,,0.26,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,5,,,,19,,0.19,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,5,,,,10,,0.1,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,5.5,,0.055,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,10,,0.1,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,17,,0.17,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,19,,0.19,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,20,,0.2,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,25,,0.25,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,21,,0.21,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,15,,0.15,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,19,,0.19,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,6,,,,3,,0.03,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,8,,0.08,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,11,,0.11,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,14,,0.14,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,26,,0.26,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,19,,0.19,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,8,,0.08,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,12,,0.12,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,4,,0.04,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,30,,0.3,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,7,,,,15,,0.15,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,25,,0.25,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,22,,0.22,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,18,,0.18,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,15,,0.15,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,14,,0.14,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,14,,0.14,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,27,,0.27,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,10,,0.1,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,7,,0.07,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,8,,,,5,,0.05,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,16,,0.16,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,10,,0.1,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,18,,0.18,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,22,,0.22,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,14,,0.14,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,15,,0.15,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,5,,0.05,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,21,,0.21,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,10,,0.1,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,9,,,,9,,0.09,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,8,,0.08,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,14,,0.14,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,35,,0.35,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,25,,0.25,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,18,,0.18,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,16,,0.16,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,20,,0.2,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,55,,0.55,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,43,,0.43,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
BEF,Lisle Snyder,7/7/16,10,,,,25,,0.25,,,,,,,53.065,,NA,0.53065,11:30:00,,,,\
HBF,Lisle Snyder,7/7/16,1,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,9,,0.09,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,9,,0.09,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,12,,0.12,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,4,,0.04,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,8.5,,0.085,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,7.5,,0.075,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,1,,,,11.5,,0.115,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,4,,0.04,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,12,,0.12,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,12,,0.12,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,17,,0.17,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,17,,0.17,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,9,,0.09,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,3,,0.03,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,16,,0.16,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,2,,,,13.5,,0.135,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,2.5,,0.025,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,4.5,,0.045,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,8.5,,0.085,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,9,,0.09,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,8.5,,0.085,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,8.5,,0.085,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,6,,0.06,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,3,,,,27,,0.27,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,29,,0.29,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,15,,0.15,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,13,,0.13,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,6,,0.06,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,13.5,,0.135,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,5.5,,0.055,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,14.5,,0.145,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,4,,0.04,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,3,,0.03,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,4,,,,6,,0.06,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,18,,0.18,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,12.5,,0.125,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,1,,0.01,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,15,,0.15,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,5,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,3,,0.03,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,41,,0.41,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,19,,0.19,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,5,,0.05,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,24,,0.24,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,19,,0.19,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,14,,0.14,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,6,,,,18,,0.18,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,6,,0.06,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,5,,0.05,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,21,,0.21,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,19,,0.19,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,13,,0.13,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,18,,0.18,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,17,,0.17,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,6,,0.06,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,7,,,,9,,0.09,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,14,,0.14,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,12,,0.12,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,9,,0.09,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,2,,0.02,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,12,,0.12,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,7.5,,0.075,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,10,,0.1,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,8,,,,9.5,,0.095,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,23.5,,0.235,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,14,,0.14,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,6,,0.06,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,10,,0.1,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,13,,0.13,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,11,,0.11,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,31,,0.31,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,9,,,,7,,0.07,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,14.5,,0.145,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,15,,0.15,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,13,,0.13,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,12,,0.12,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,13,,0.13,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,28,,0.28,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,10,,0.1,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,8,,0.08,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,14,,0.14,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,7/7/16,10,,,,10,,0.1,,,,,,,40.7,,NA,0.407,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,12,,0.12,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,14,,0.14,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,16,,0.16,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,19,,0.19,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,13,,0.13,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,18,,0.18,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,20,,0.2,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
