e.g. NC_MudCreek,YYYY-MM-DD,Meters upstream of logger array (negative for downstream),Transect latitude in decimal degrees,Transect longitude in decimal degrees,The width of the water surface at the time of measurement (meters),The depth at the time of measurement (meters),The velocity at the time of measurement (meters per second),Any notes about the measurement
siteID,date,transect,latitude,longitude,width_m,depth_m,velocity_ms,notes
AZ_MV,2018-06-22,515,,,2.2,25,,
AZ_MV,2018-06-22,515,,,0,2,,
AZ_MV,2018-06-22,375,,,31,2,,
AZ_MV,2018-06-22,375,,,29,25,,
AZ_MV,2018-06-22,375,,,26.5,40,,
AZ_MV,2018-06-22,375,,,24,51,,
AZ_MV,2018-06-22,375,,,20.9,56,,
AZ_MV,2018-06-22,375,,,17.5,51,,
AZ_MV,2018-06-22,375,,,14,60,,
AZ_MV,2018-06-22,375,,,9.7,59,,
AZ_MV,2018-06-22,375,,,6.3,57,,
AZ_MV,2018-06-22,375,,,2.7,43,,
AZ_MV,2018-06-22,375,,,0,5,,
AZ_MV,2018-06-22,285,,,8.4,17,,
AZ_MV,2018-06-22,285,,,7.1,34,,
AZ_MV,2018-06-22,285,,,6.3,30,,
AZ_MV,2018-06-22,285,,,5.2,15,,
AZ_MV,2018-06-22,285,,,3.7,10,,
AZ_MV,2018-06-22,285,,,3,15,,
AZ_MV,2018-06-22,285,,,2.7,30,,
AZ_MV,2018-06-22,285,,,2,31,,
AZ_MV,2018-06-22,285,,,1.4,30,,
AZ_MV,2018-06-22,285,,,0,5,,
AZ_MV,2018-06-22,240,,,15.4,5,,
AZ_MV,2018-06-22,240,,,14,32,,
AZ_MV,2018-06-22,240,,,13,45,,
AZ_MV,2018-06-22,240,,,11.8,65,,
AZ_MV,2018-06-22,240,,,10.5,74,,
AZ_MV,2018-06-22,240,,,9,81,,
AZ_MV,2018-06-22,240,,,7,66,,
AZ_MV,2018-06-22,240,,,5.2,54,,
AZ_MV,2018-06-22,240,,,3.6,46,,
AZ_MV,2018-06-22,240,,,2,38,,
AZ_MV,2018-06-22,240,,,0,3,,
AZ_MV,2018-06-22,115,,,7.8,0,,
AZ_MV,2018-06-22,115,,,7.1,2,,
AZ_MV,2018-06-22,115,,,6.4,4,,
AZ_MV,2018-06-22,115,,,6,5,,
AZ_MV,2018-06-22,115,,,5.4,6,,
AZ_MV,2018-06-22,115,,,4.4,15,,
AZ_MV,2018-06-22,115,,,3.6,21,,
AZ_MV,2018-06-22,115,,,2.8,23,,
AZ_MV,2018-06-22,115,,,2.2,30,,
AZ_MV,2018-06-22,115,,,1.3,35,,
AZ_MV,2018-06-22,115,,,0,35,,
AZ_OC,2018-07-02,294,,,10,1,,
AZ_OC,2018-07-02,294,,,9,6,,
AZ_OC,2018-07-02,294,,,8,33,,
AZ_OC,2018-07-02,294,,,7,34,,
AZ_OC,2018-07-02,294,,,6,45,,
AZ_OC,2018-07-02,294,,,5,35,,
AZ_OC,2018-07-02,294,,,4,30,,
AZ_OC,2018-07-02,294,,,3,40,,
AZ_OC,2018-07-02,294,,,2,39,,
AZ_OC,2018-07-02,294,,,1,1,,
AZ_OC,2018-07-02,264,,,0,19,,
AZ_OC,2018-07-02,264,,,0.5,27,,
AZ_OC,2018-07-02,264,,,1,33,,
AZ_OC,2018-07-02,264,,,1.5,27,,
AZ_OC,2018-07-02,264,,,2,35,,
AZ_OC,2018-07-02,264,,,2.5,35,,
AZ_OC,2018-07-02,264,,,3,28,,
AZ_OC,2018-07-02,264,,,3.5,35,,
AZ_OC,2018-07-02,264,,,4,28,,
AZ_OC,2018-07-02,264,,,4.5,24,,
AZ_OC,2018-07-02,264,,,5,27,,
AZ_OC,2018-07-02,264,,,5.5,29,,
AZ_OC,2018-07-02,264,,,6,31,,
AZ_OC,2018-07-02,264,,,6.5,30,,
AZ_OC,2018-07-02,264,,,7,32,,
AZ_OC,2018-07-02,264,,,7.5,45,,
AZ_OC,2018-07-02,229,,,0,1,,
AZ_OC,2018-07-02,229,,,0.5,9,,
AZ_OC,2018-07-02,229,,,1,16,,
AZ_OC,2018-07-02,229,,,1.5,20,,
AZ_OC,2018-07-02,229,,,2,24,,
AZ_OC,2018-07-02,229,,,2.5,30,,
AZ_OC,2018-07-02,229,,,3,50,,
AZ_OC,2018-07-02,229,,,3.5,61,,
AZ_OC,2018-07-02,229,,,4,65,,
AZ_OC,2018-07-02,229,,,4.5,74,,
AZ_OC,2018-07-02,229,,,5,97,,
AZ_OC,2018-07-02,229,,,5.5,90,,
AZ_OC,2018-07-02,229,,,6,59,,
AZ_OC,2018-07-02,229,,,6.5,58,,
AZ_OC,2018-07-02,229,,,7,69,,
AZ_OC,2018-07-02,209,,,0,30,,
AZ_OC,2018-07-02,209,,,1,43,,
AZ_OC,2018-07-02,209,,,2,58,,
AZ_OC,2018-07-02,209,,,3,71,,
AZ_OC,2018-07-02,209,,,4,52,,
AZ_OC,2018-07-02,209,,,5,61,,
AZ_OC,2018-07-02,209,,,6,57,,
AZ_OC,2018-07-02,209,,,7,65,,
AZ_OC,2018-07-02,209,,,8,49,,
AZ_OC,2018-07-02,209,,,8.7,15,,
AZ_OC,2018-07-02,182,,,6.4,25,,
AZ_OC,2018-07-02,182,,,5.9,43,,
AZ_OC,2018-07-02,182,,,5.4,32,,
AZ_OC,2018-07-02,182,,,4.9,37,,
AZ_OC,2018-07-02,182,,,4.4,37,,
AZ_OC,2018-07-02,182,,,3.9,37,,
AZ_OC,2018-07-02,182,,,3.4,20,,
AZ_OC,2018-07-02,182,,,2.9,30,,
AZ_OC,2018-07-02,182,,,2.4,29,,
AZ_OC,2018-07-02,182,,,1.9,28,,
AZ_OC,2018-07-02,182,,,1.4,27,,
AZ_OC,2018-07-02,182,,,0.9,15,,
AZ_OC,2018-07-02,182,,,0.4,6,,
AZ_OC,2018-07-02,182,,,0,1,,
AZ_OC,2018-07-02,152,,,0.3,19,,
AZ_OC,2018-07-02,152,,,0.8,27,,
AZ_OC,2018-07-02,152,,,1.3,37,,
AZ_OC,2018-07-02,152,,,1.8,37,,
AZ_OC,2018-07-02,152,,,2.3,67,,
AZ_OC,2018-07-02,152,,,2.8,58,,
AZ_OC,2018-07-02,152,,,3.3,63,,
AZ_OC,2018-07-02,152,,,3.8,6,,
AZ_OC,2018-07-02,152,,,4.3,1,,
AZ_OC,2018-07-02,152,,,4.8,30,,
AZ_OC,2018-07-02,152,,,5.3,15,,
AZ_OC,2018-07-02,152,,,5.8,26,,
AZ_OC,2018-07-02,152,,,6.3,0,,
AZ_OC,2018-07-02,152,,,6.8,0,,
AZ_OC,2018-07-02,152,,,7.3,1,,
AZ_OC,2018-07-02,152,,,7.8,1,,
AZ_OC,2018-07-02,152,,,8.3,14,,
AZ_OC,2018-07-02,116,,,0,5,,
AZ_OC,2018-07-02,116,,,1,10,,
AZ_OC,2018-07-02,116,,,2,25,,
AZ_OC,2018-07-02,116,,,3,38,,
AZ_OC,2018-07-02,116,,,4,30,,
AZ_OC,2018-07-02,116,,,5,27,,
AZ_OC,2018-07-02,116,,,6,38,,
AZ_OC,2018-07-02,116,,,7,31,,
AZ_OC,2018-07-02,116,,,8,25,,
AZ_OC,2018-07-02,116,,,9,29,,
AZ_OC,2018-07-02,116,,,10,17,,
AZ_OC,2018-07-02,116,,,11,11,,
AZ_OC,2018-07-02,116,,,12,10,,
AZ_OC,2018-07-02,116,,,12.6,1,,
AZ_OC,2018-07-02,104,,,0,15,,
AZ_OC,2018-07-02,104,,,1,18,,
AZ_OC,2018-07-02,104,,,2,36,,
AZ_OC,2018-07-02,104,,,3,32,,
AZ_OC,2018-07-02,104,,,4,31,,
AZ_OC,2018-07-02,104,,,5,33,,
AZ_OC,2018-07-02,104,,,6,29,,
AZ_OC,2018-07-02,104,,,7,33,,
AZ_OC,2018-07-02,104,,,8,20,,
AZ_OC,2018-07-02,104,,,9,8,,
AZ_OC,2018-07-02,104,,,9.7,0,,
AZ_OC,2018-07-02,41,,,2,25,,
AZ_OC,2018-07-02,41,,,3,31,,
AZ_OC,2018-07-02,41,,,4,27,,
AZ_OC,2018-07-02,41,,,5,45,,
AZ_OC,2018-07-02,41,,,6,48,,
AZ_OC,2018-07-02,41,,,7,41,,
AZ_OC,2018-07-02,41,,,8,49,,
AZ_OC,2018-07-02,41,,,9,30,,
AZ_OC,2018-07-02,41,,,10,29,,
AZ_OC,2018-07-02,41,,,11,43,,
AZ_OC,2018-07-02,41,,,11.5,25,,
AZ_OC,2018-07-02,14,,,0,6,,
AZ_OC,2018-07-02,14,,,1,52,,
AZ_OC,2018-07-02,14,,,2,94,,
AZ_OC,2018-07-02,14,,,3,147,,
AZ_OC,2018-07-02,14,,,4,149,,
AZ_OC,2018-07-02,14,,,5,132,,
AZ_OC,2018-07-02,14,,,6,122,,
AZ_OC,2018-07-02,14,,,7,125,,
AZ_OC,2018-07-02,14,,,8,125,,
AZ_OC,2018-07-02,14,,,9,112,,
AZ_OC,2018-07-02,14,,,10,79,,
AZ_OC,2018-07-02,14,,,11,162,,
AZ_OC,2018-07-02,14,,,12,57,,
AZ_OC,2018-07-02,14,,,13,68,,
AZ_OC,2018-07-02,14,,,14,84,,
AZ_OC,2018-07-02,14,,,15,55,,
AZ_OC,2018-07-02,14,,,15.6,1,,
AZ_WB,2018-07-09,0,,,7.3,2,,
AZ_WB,2018-07-09,0,,,7,45,,
AZ_WB,2018-07-09,0,,,6,71,,
AZ_WB,2018-07-09,0,,,5,49,,
AZ_WB,2018-07-09,0,,,4,39,,
AZ_WB,2018-07-09,0,,,3,30,,
AZ_WB,2018-07-09,0,,,2,25,,
AZ_WB,2018-07-09,0,,,1,10,,
AZ_WB,2018-07-09,0,,,0,1,,
AZ_WB,2018-07-09,15,,,5.8,8,,
AZ_WB,2018-07-09,15,,,4.3,26,,
AZ_WB,2018-07-09,15,,,3.7,40,,
AZ_WB,2018-07-09,15,,,2.9,70,,
AZ_WB,2018-07-09,15,,,2.3,52,,
AZ_WB,2018-07-09,15,,,2,34,,
AZ_WB,2018-07-09,15,,,1.6,34,,
AZ_WB,2018-07-09,15,,,1.2,16,,
AZ_WB,2018-07-09,15,,,0.9,17,,
AZ_WB,2018-07-09,15,,,0,2,,
AZ_WB,2018-07-09,30,,,4.4,23,,
AZ_WB,2018-07-09,30,,,4.3,24,,
AZ_WB,2018-07-09,30,,,3.9,32,,
AZ_WB,2018-07-09,30,,,3.6,21,,
AZ_WB,2018-07-09,30,,,3,19,,
AZ_WB,2018-07-09,30,,,2.7,19,,
AZ_WB,2018-07-09,30,,,2,26,,
AZ_WB,2018-07-09,30,,,1.6,25,,
AZ_WB,2018-07-09,30,,,1.2,17,,
AZ_WB,2018-07-09,30,,,0,1,,
AZ_WB,2018-07-09,45,,,5.8,20,,
AZ_WB,2018-07-09,45,,,5.2,15,,
AZ_WB,2018-07-09,45,,,4.7,19,,
AZ_WB,2018-07-09,45,,,4,34,,
AZ_WB,2018-07-09,45,,,3.4,28,,
AZ_WB,2018-07-09,45,,,2.7,10,,
AZ_WB,2018-07-09,45,,,2,16,,
AZ_WB,2018-07-09,45,,,1.7,13,,
AZ_WB,2018-07-09,45,,,1.4,14,,
AZ_WB,2018-07-09,45,,,0.9,12,,
AZ_WB,2018-07-09,45,,,0,5,,
AZ_WB,2018-07-09,60,,,6.2,7,,
AZ_WB,2018-07-09,60,,,6,13,,
AZ_WB,2018-07-09,60,,,5.6,9,,
AZ_WB,2018-07-09,60,,,5.1,10,,
AZ_WB,2018-07-09,60,,,4.5,19,,
AZ_WB,2018-07-09,60,,,3.9,26,,
AZ_WB,2018-07-09,60,,,3.5,24,,
AZ_WB,2018-07-09,60,,,2.9,33,,
AZ_WB,2018-07-09,60,,,2.4,23,,
AZ_WB,2018-07-09,60,,,1.9,26,,
AZ_WB,2018-07-09,60,,,1.4,28,,
AZ_WB,2018-07-09,60,,,0,9,,
AZ_WB,2018-07-09,75,,,6,1,,
AZ_WB,2018-07-09,75,,,5.5,5,,
AZ_WB,2018-07-09,75,,,4.9,19,,
AZ_WB,2018-07-09,75,,,4.3,31,,
AZ_WB,2018-07-09,75,,,3.9,23,,
AZ_WB,2018-07-09,75,,,3.2,19,,
AZ_WB,2018-07-09,75,,,2.5,33,,
AZ_WB,2018-07-09,75,,,1.8,52,,
AZ_WB,2018-07-09,75,,,1.2,29,,
AZ_WB,2018-07-09,75,,,0.8,26,,
AZ_WB,2018-07-09,75,,,0,14,,
AZ_WB,2018-07-09,90,,,8.8,1,,
AZ_WB,2018-07-09,90,,,8,1,,
AZ_WB,2018-07-09,90,,,7.1,2,,
AZ_WB,2018-07-09,90,,,6.3,0,,
AZ_WB,2018-07-09,90,,,5.5,9,,
AZ_WB,2018-07-09,90,,,4.7,11,,
AZ_WB,2018-07-09,90,,,4,0,,
AZ_WB,2018-07-09,90,,,2.8,14,,
AZ_WB,2018-07-09,90,,,2.1,31,,
AZ_WB,2018-07-09,90,,,1.4,35,,
AZ_WB,2018-07-09,90,,,0.6,18,,
AZ_WB,2018-07-09,90,,,0,5,,
AZ_WB,2018-07-09,105,,,11.4,1,,
AZ_WB,2018-07-09,105,,,10,29,,
AZ_WB,2018-07-09,105,,,9,31,,
AZ_WB,2018-07-09,105,,,8,26,,
AZ_WB,2018-07-09,105,,,7,12,,
AZ_WB,2018-07-09,105,,,6,13,,
AZ_WB,2018-07-09,105,,,5,11,,
AZ_WB,2018-07-09,105,,,4,20,,
AZ_WB,2018-07-09,105,,,3,5,,
AZ_WB,2018-07-09,105,,,2,2,,
AZ_WB,2018-07-09,105,,,1,8,,
AZ_WB,2018-07-09,105,,,0,3,,
AZ_WB,2018-07-09,120,,,5.9,8,,
AZ_WB,2018-07-09,120,,,5.3,3,,
AZ_WB,2018-07-09,120,,,4.6,26,,
AZ_WB,2018-07-09,120,,,3.8,53,,
AZ_WB,2018-07-09,120,,,3.1,45,,
AZ_WB,2018-07-09,120,,,2.5,27,,
AZ_WB,2018-07-09,120,,,2,33,,
AZ_WB,2018-07-09,120,,,1.3,25,,
AZ_WB,2018-07-09,120,,,0.8,9,,
AZ_WB,2018-07-09,120,,,0.5,5,,
AZ_WB,2018-07-09,120,,,0,1,,
AZ_WB,2018-07-09,135,,,3.5,2,,
AZ_WB,2018-07-09,135,,,3.1,28,,
AZ_WB,2018-07-09,135,,,2.7,42,,
AZ_WB,2018-07-09,135,,,2.4,49,,
AZ_WB,2018-07-09,135,,,2,35,,
AZ_WB,2018-07-09,135,,,1.7,37,,
AZ_WB,2018-07-09,135,,,1.2,27,,
AZ_WB,2018-07-09,135,,,0.8,15,,
AZ_WB,2018-07-09,135,,,0.5,9,,
AZ_WB,2018-07-09,135,,,0,2,,
AZ_LV,2018-07-11,225,,,24,50,,
AZ_LV,2018-07-11,225,,,22,64,,
AZ_LV,2018-07-11,225,,,21,63,,
AZ_LV,2018-07-11,225,,,18.5,51,,
AZ_LV,2018-07-11,225,,,16,47,,
AZ_LV,2018-07-11,225,,,14.5,45,,
AZ_LV,2018-07-11,225,,,12,49,,
AZ_LV,2018-07-11,225,,,10,47,,
AZ_LV,2018-07-11,225,,,8,42,,
AZ_LV,2018-07-11,225,,,5,29,,
AZ_LV,2018-07-11,225,,,2.4,14,,
AZ_LV,2018-07-11,225,,,0,1,,
AZ_LV,2018-07-11,200,,,9.7,10,,
AZ_LV,2018-07-11,200,,,8.6,99,,
AZ_LV,2018-07-11,200,,,7.7,106,,
AZ_LV,2018-07-11,200,,,6.7,91,,
AZ_LV,2018-07-11,200,,,6,82,,
AZ_LV,2018-07-11,200,,,5,76,,
AZ_LV,2018-07-11,200,,,3.5,53,,
AZ_LV,2018-07-11,200,,,2.2,27,,
AZ_LV,2018-07-11,200,,,0.8,17,,
AZ_LV,2018-07-11,200,,,0,4,,
AZ_LV,2018-07-11,175,,,10,2,,
AZ_LV,2018-07-11,175,,,9,51,,
AZ_LV,2018-07-11,175,,,8,43,,
AZ_LV,2018-07-11,175,,,7,43,,
AZ_LV,2018-07-11,175,,,6,36,,
AZ_LV,2018-07-11,175,,,5,34,,
AZ_LV,2018-07-11,175,,,4,27,,
AZ_LV,2018-07-11,175,,,3,20,,
AZ_LV,2018-07-11,175,,,2,17,,
AZ_LV,2018-07-11,175,,,1,8,,
AZ_LV,2018-07-11,175,,,0,2,,
AZ_LV,2018-07-11,150,,,8,5,,
AZ_LV,2018-07-11,150,,,7.5,45,,
AZ_LV,2018-07-11,150,,,7,45,,
AZ_LV,2018-07-11,150,,,6.1,55,,
AZ_LV,2018-07-11,150,,,5.4,63,,
AZ_LV,2018-07-11,150,,,4.3,63,,
AZ_LV,2018-07-11,150,,,3.3,55,,
AZ_LV,2018-07-11,150,,,2.4,49,,
AZ_LV,2018-07-11,150,,,1.3,33,,
AZ_LV,2018-07-11,150,,,0,1,,
AZ_LV,2018-07-11,125,,,19.4,5,,
AZ_LV,2018-07-11,125,,,18,50,,
AZ_LV,2018-07-11,125,,,16,73,,
AZ_LV,2018-07-11,125,,,14,73,,
AZ_LV,2018-07-11,125,,,12,53,,
AZ_LV,2018-07-11,125,,,10,21,,
AZ_LV,2018-07-11,125,,,8,13,,
AZ_LV,2018-07-11,125,,,6,25,,
AZ_LV,2018-07-11,125,,,4,33,,
AZ_LV,2018-07-11,125,,,2,26,,
AZ_LV,2018-07-11,125,,,0,3,,
AZ_LV,2018-07-11,100,,,12.6,4,,
AZ_LV,2018-07-11,100,,,11.5,43,,
AZ_LV,2018-07-11,100,,,10.5,59,,
AZ_LV,2018-07-11,100,,,9,73,,
AZ_LV,2018-07-11,100,,,7.7,82,,
AZ_LV,2018-07-11,100,,,6.2,93,,
AZ_LV,2018-07-11,100,,,5,84,,
AZ_LV,2018-07-11,100,,,3.5,78,,
AZ_LV,2018-07-11,100,,,1.7,79,,
AZ_LV,2018-07-11,100,,,0,2,,
AZ_LV,2018-07-11,75,,,14.5,15,,
AZ_LV,2018-07-11,75,,,13,65,,
AZ_LV,2018-07-11,75,,,11.6,103,,
AZ_LV,2018-07-11,75,,,10.4,125,,
AZ_LV,2018-07-11,75,,,9,115,,
AZ_LV,2018-07-11,75,,,7.5,105,,
AZ_LV,2018-07-11,75,,,6,85,,
AZ_LV,2018-07-11,75,,,4,76,,
AZ_LV,2018-07-11,75,,,2.6,66,,
AZ_LV,2018-07-11,75,,,1.5,61,,
AZ_LV,2018-07-11,75,,,0,40,,
AZ_LV,2018-07-11,50,,,15.6,35,,
AZ_LV,2018-07-11,50,,,13,95,,
AZ_LV,2018-07-11,50,,,11.5,100,,
AZ_LV,2018-07-11,50,,,10,100,,
AZ_LV,2018-07-11,50,,,9,100,,
AZ_LV,2018-07-11,50,,,7.5,95,,
AZ_LV,2018-07-11,50,,,6,89,,
AZ_LV,2018-07-11,50,,,4.5,85,,
AZ_LV,2018-07-11,50,,,3,75,,
AZ_LV,2018-07-11,50,,,1,30,,
AZ_LV,2018-07-11,50,,,0,1,,
AZ_LV,2018-07-11,25,,,15.3,36,,
AZ_LV,2018-07-11,25,,,13,112,,
AZ_LV,2018-07-11,25,,,11.5,125,,
AZ_LV,2018-07-11,25,,,10,125,,
AZ_LV,2018-07-11,25,,,8.5,121,,
AZ_LV,2018-07-11,25,,,7,113,,
AZ_LV,2018-07-11,25,,,5,99,,
AZ_LV,2018-07-11,25,,,3,77,,
AZ_LV,2018-07-11,25,,,1.5,55,,
AZ_LV,2018-07-11,25,,,0,34,,
AZ_LV,2018-07-11,0,,,15.5,30,,
AZ_LV,2018-07-11,0,,,13.6,90,,
AZ_LV,2018-07-11,0,,,12,87,,
AZ_LV,2018-07-11,0,,,9.5,78,,
AZ_LV,2018-07-11,0,,,8.5,86,,
AZ_LV,2018-07-11,0,,,6.6,79,,
AZ_LV,2018-07-11,0,,,5,73,,
AZ_LV,2018-07-11,0,,,3.5,55,,
AZ_LV,2018-07-11,0,,,1.4,29,,
AZ_LV,2018-07-11,0,,,0,1,,
AZ_WB,2018-12-18,150,,,0.9,24,0,
AZ_WB,2018-12-18,150,,,1.8,43,0.1,
AZ_WB,2018-12-18,150,,,2.7,47,0,
AZ_WB,2018-12-18,150,,,3.6,59,0,
AZ_WB,2018-12-18,150,,,4.5,73,0.1,
AZ_WB,2018-12-18,150,,,5.4,86,0.1,
AZ_WB,2018-12-18,150,,,6.3,87,0,
AZ_WB,2018-12-18,150,,,7.2,76,0,
AZ_WB,2018-12-18,150,,,8.1,28,0.1,
AZ_WB,2018-12-18,150,,,9,0,0,
AZ_WB,2018-12-18,120,,,0.5,42,0,
AZ_WB,2018-12-18,120,,,1,40,0.1,
AZ_WB,2018-12-18,120,,,1.5,52,0.1,
AZ_WB,2018-12-18,120,,,2,36,0.3,
AZ_WB,2018-12-18,120,,,2.5,20,0.2,
AZ_WB,2018-12-18,120,,,3,40,0.1,
AZ_WB,2018-12-18,120,,,3.5,50,0.1,
AZ_WB,2018-12-18,120,,,4,50,0.1,
AZ_WB,2018-12-18,120,,,4.5,50,0.2,
AZ_WB,2018-12-18,120,,,5,20,0.2,
AZ_WB,2018-12-18,120,,,5.5,20,0.2,
AZ_WB,2018-12-18,120,,,6,20,0.1,
AZ_WB,2018-12-18,120,,,6.5,20,0.1,
AZ_WB,2018-12-18,120,,,7,13,0,
AZ_WB,2018-12-18,90,,,0.4,12,0,
AZ_WB,2018-12-18,90,,,0.8,25,0.2,
AZ_WB,2018-12-18,90,,,1.2,31,0.5,
AZ_WB,2018-12-18,90,,,1.6,7,0.1,
AZ_WB,2018-12-18,90,,,2,30,0.6,
AZ_WB,2018-12-18,90,,,2.4,32,0.5,
AZ_WB,2018-12-18,90,,,2.8,18,0.4,
AZ_WB,2018-12-18,90,,,3.2,22,0.9,
AZ_WB,2018-12-18,90,,,3.6,19,0.4,
AZ_WB,2018-12-18,90,,,4,0,0,
AZ_WB,2018-12-18,90,,,4.4,7,0,
AZ_WB,2018-12-18,60,,,0.9,14,0,
AZ_WB,2018-12-18,60,,,1.8,31,0,
AZ_WB,2018-12-18,60,,,2.7,29,0,
AZ_WB,2018-12-18,60,,,3.6,24,0,
AZ_WB,2018-12-18,60,,,4.5,23,0,
AZ_WB,2018-12-18,60,,,5.4,33,0,
AZ_WB,2018-12-18,60,,,6.3,36,0,
AZ_WB,2018-12-18,60,,,7.2,19,0,
AZ_WB,2018-12-18,60,,,8.1,11,0,
AZ_WB,2018-12-18,60,,,9,10,0,
AZ_WB,2018-12-18,30,,,0.4,5,0,
AZ_WB,2018-12-18,30,,,0.8,20,0.8,
AZ_WB,2018-12-18,30,,,1.2,15,0.2,
AZ_WB,2018-12-18,30,,,1.6,40,0.5,
AZ_WB,2018-12-18,30,,,2,15,1.6,
AZ_WB,2018-12-18,30,,,2.4,18,0.2,
AZ_WB,2018-12-18,30,,,2.8,14,0.2,
AZ_WB,2018-12-18,30,,,3.2,35,0.5,
AZ_WB,2018-12-18,30,,,3.6,5,0,
AZ_WB,2018-12-18,30,,,4,0,0,
AZ_WB,2018-12-18,0,,,1,10,0.1,
AZ_WB,2018-12-18,0,,,2,6,0,
AZ_WB,2018-12-18,0,,,3,9,0,
AZ_WB,2018-12-18,0,,,4,40,0,
AZ_WB,2018-12-18,0,,,5,45,0,
AZ_WB,2018-12-18,0,,,6,56,0,
AZ_WB,2018-12-18,0,,,7,55,0.1,
AZ_WB,2018-12-18,0,,,8,37,0.2,
AZ_WB,2018-12-18,0,,,9,53,0.3,
AZ_WB,2018-12-18,0,,,10,19,0.1,
AZ_WB,2018-12-18,-20,,,0.6,0,0,
AZ_WB,2018-12-18,-20,,,1.2,5,0,
AZ_WB,2018-12-18,-20,,,1.8,0,0,
AZ_WB,2018-12-18,-20,,,2.4,2,0,
AZ_WB,2018-12-18,-20,,,3,10,0,
AZ_WB,2018-12-18,-20,,,3.6,21,0.1,
AZ_WB,2018-12-18,-20,,,4.2,30,0.1,
AZ_WB,2018-12-18,-20,,,4.8,45,0.5,
AZ_WB,2018-12-18,-20,,,5.4,36,0.2,
AZ_WB,2018-12-18,-20,,,6,31,0.2,
AZ_WB,2018-12-18,-20,,,6.6,0,0,
AZ_WB,2019-01-18,0,,,0.5,5,0,
AZ_WB,2019-01-18,0,,,1.25,29,0,
AZ_WB,2019-01-18,0,,,2,40,0.2,
AZ_WB,2019-01-18,0,,,2.75,50,0.2,
AZ_WB,2019-01-18,0,,,3.5,56,0.4,
AZ_WB,2019-01-18,0,,,4.25,54,0.6,
AZ_WB,2019-01-18,0,,,5,62,0.6,
AZ_WB,2019-01-18,0,,,5.75,63,0.4,
AZ_WB,2019-01-18,0,,,6.5,84,0.3,
AZ_WB,2019-01-18,0,,,7.25,85,0.2,
AZ_WB,2019-01-18,0,,,8,85,0.1,
AZ_WB,2019-01-18,0,,,8.75,63,0,
AZ_WB,2019-01-18,0,,,9.5,20,0,
AZ_WB,2019-01-18,0,,,10.25,1,0,
AZ_WB,2019-01-18,30,,,0,0,0,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,0.75,18,0,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,1.5,30,0,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,2.25,37,0.6,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,3,32,0.9,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,3.75,35,0.8,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,4.5,47,0.9,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,5.25,70,0.8,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,6,66,0.4,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,6.75,53,0,slightly off from Dec placement
AZ_WB,2019-01-18,30,,,8,20,0,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,6,8,0.2,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,5.5,11,0.1,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,5,5,0.4,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,4.5,35,1.3,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,4,47,1.3,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,3.5,16,0.7,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,3,43,1,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,2.5,58,0.5,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,2,47,2,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,1.5,25,1.7,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,1,0,0,slightly off from Dec placement
AZ_WB,2019-01-18,60,,,0.5,2,0,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,9.2,0,0,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,8.45,25,0.3,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,7.7,20,0.7,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,6.95,21,0.9,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,6.2,33,0.8,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,5.45,35,1.3,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,4.7,31,0.1,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,3.95,23,1.1,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,3.2,40,0.7,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,2.45,38,0,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,1.7,48,0.8,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,0.95,30,0.4,slightly off from Dec placement
AZ_WB,2019-01-18,90,,,0.2,20,0,slightly off from Dec placement
AZ_WB,2019-01-18,120,,,11,19,0.2,slightly off from Dec placement
AZ_WB,2019-01-18,120,,,10,40,1,slightly off from Dec placement
AZ_WB,2019-01-18,120,,,9,50,1.5,slightly off from Dec placement
AZ_WB,2019-01-18,120,,,8,55,0.3,slightly off from Dec placement
