e.g. NC_MudCreek,YYYY-MM-DD,Meters upstream of logger array (negative for downstream),Transect latitude in decimal degrees,Transect longitude in decimal degrees,The width of the water surface at the time of measurement (meters),The depth at the time of measurement (meters),The velocity at the time of measurement (meters per second),Any notes about the measurement
siteID,date,transect,latitude,longitude,width_m,depth_m,velocity_ms,notes
AZ_WB,2019-08-03,50,,,2,19,,
AZ_WB,2019-08-03,50,,,1.6,17,,
AZ_WB,2019-08-03,50,,,1.2,15,,
AZ_WB,2019-08-03,50,,,0.8,15,,
AZ_WB,2019-08-03,50,,,0.4,10,,
AZ_WB,2019-08-03,70,,,4,19,,
AZ_WB,2019-08-03,70,,,3.75,34,,
AZ_WB,2019-08-03,70,,,3.5,0,,
AZ_WB,2019-08-03,70,,,3.25,0,,
AZ_WB,2019-08-03,70,,,3,40,,
AZ_WB,2019-08-03,70,,,2.75,44,,
AZ_WB,2019-08-03,70,,,2.5,35,,
AZ_WB,2019-08-03,70,,,2.25,35,,
AZ_WB,2019-08-03,70,,,2,30,,
AZ_WB,2019-08-03,70,,,1.75,23,,
AZ_WB,2019-08-03,70,,,1.5,17,,
AZ_WB,2019-08-03,70,,,1.25,22,,
AZ_WB,2019-08-03,70,,,1,30,,
AZ_WB,2019-08-03,70,,,0.75,6,,
AZ_WB,2019-08-03,70,,,0.5,13,,
AZ_WB,2019-08-03,70,,,0.25,11,,
AZ_WB,2019-08-03,90,,,8.5,2,,
AZ_WB,2019-08-03,90,,,8,14,,
AZ_WB,2019-08-03,90,,,7.5,12,,
AZ_WB,2019-08-03,90,,,7,13,,
AZ_WB,2019-08-03,90,,,6.5,26,,
AZ_WB,2019-08-03,90,,,6,27,,
AZ_WB,2019-08-03,90,,,5.5,23,,
AZ_WB,2019-08-03,90,,,5,26,,
AZ_WB,2019-08-03,90,,,4.5,29,,
AZ_WB,2019-08-03,90,,,4,32,,
AZ_WB,2019-08-03,90,,,3.5,30,,
AZ_WB,2019-08-03,90,,,3,16,,
AZ_WB,2019-08-03,90,,,2.5,0,,
AZ_WB,2019-08-03,90,,,2,6,,
AZ_WB,2019-08-03,90,,,1.5,8,,
AZ_WB,2019-08-03,90,,,1,6,,
AZ_WB,2019-08-03,90,,,0.5,4,,
AZ_WB,2019-08-03,110,,,8.5,7,,
AZ_WB,2019-08-03,110,,,8,10,,
AZ_WB,2019-08-03,110,,,7.5,19,,
AZ_WB,2019-08-03,110,,,7,14,,
AZ_WB,2019-08-03,110,,,6.5,20,,
AZ_WB,2019-08-03,110,,,6,26,,
AZ_WB,2019-08-03,110,,,5.5,30,,
AZ_WB,2019-08-03,110,,,5,43,,
AZ_WB,2019-08-03,110,,,4.5,32,,
AZ_WB,2019-08-03,110,,,4,36,,
AZ_WB,2019-08-03,110,,,3.5,33,,
AZ_WB,2019-08-03,110,,,3,36,,
AZ_WB,2019-08-03,110,,,2.5,31,,
AZ_WB,2019-08-03,110,,,2,23,,
AZ_WB,2019-08-03,110,,,1.5,13,,
AZ_WB,2019-08-03,110,,,1,12,,
AZ_WB,2019-08-03,110,,,0.5,6,,
AZ_WB,2019-08-03,130,,,7,5,,
AZ_WB,2019-08-03,130,,,6.5,15,,
AZ_WB,2019-08-03,130,,,6,22,,
AZ_WB,2019-08-03,130,,,5.5,30,,
AZ_WB,2019-08-03,130,,,5,17,,
AZ_WB,2019-08-03,130,,,4.5,0,,
AZ_WB,2019-08-03,130,,,4,26,,
AZ_WB,2019-08-03,130,,,3.5,37,,
AZ_WB,2019-08-03,130,,,3,8,,
AZ_WB,2019-08-03,130,,,2.5,0,,
AZ_WB,2019-08-03,130,,,2,24,,
AZ_WB,2019-08-03,130,,,1.5,12,,
AZ_WB,2019-08-03,130,,,1,13,,
AZ_WB,2019-08-03,130,,,0.5,2,,
AZ_WB,2019-08-03,150,,,3.75,3,,
AZ_WB,2019-08-03,150,,,3.5,13,,
AZ_WB,2019-08-03,150,,,3.25,15,,
AZ_WB,2019-08-03,150,,,3,11,,
AZ_WB,2019-08-03,150,,,2.75,22,,
AZ_WB,2019-08-03,150,,,2.5,36,,
AZ_WB,2019-08-03,150,,,2.25,22,,
AZ_WB,2019-08-03,150,,,2,23,,
AZ_WB,2019-08-03,150,,,1.75,22,,
AZ_WB,2019-08-03,150,,,1.5,40,,
AZ_WB,2019-08-03,150,,,1.25,46,,
AZ_WB,2019-08-03,150,,,1,42,,
AZ_WB,2019-08-03,150,,,0.75,5,,
AZ_WB,2019-08-03,150,,,0.5,0,,
AZ_WB,2019-08-03,150,,,0.25,7,,
AZ_WB,2019-08-03,170,,,11.5,10,,
AZ_WB,2019-08-03,170,,,11,17,,
AZ_WB,2019-08-03,170,,,10.5,0,,
AZ_WB,2019-08-03,170,,,10,17,,
AZ_WB,2019-08-03,170,,,9.5,10,,
AZ_WB,2019-08-03,170,,,9,25,,
AZ_WB,2019-08-03,170,,,8.5,27,,
AZ_WB,2019-08-03,170,,,8,28,,
AZ_WB,2019-08-03,170,,,7.5,25,,
AZ_WB,2019-08-03,170,,,7,13,,
AZ_WB,2019-08-03,170,,,6.5,11,,
AZ_WB,2019-08-03,170,,,6,18,,
AZ_WB,2019-08-03,170,,,5.5,6,,
AZ_WB,2019-08-03,170,,,5,5,,
AZ_WB,2019-08-03,170,,,4.5,7,,
AZ_WB,2019-08-03,170,,,4,0,,
AZ_WB,2019-08-03,170,,,3.5,0,,
AZ_WB,2019-08-03,170,,,3,0,,
AZ_WB,2019-08-03,170,,,2.5,0,,
AZ_WB,2019-08-03,170,,,2,2,,
AZ_WB,2019-08-03,170,,,1.5,0,,
AZ_WB,2019-08-03,170,,,1,0,,
AZ_WB,2019-08-03,170,,,0.5,0,,
AZ_WB,2019-08-03,190,,,5.5,1,,
AZ_WB,2019-08-03,190,,,5,26,,
AZ_WB,2019-08-03,190,,,4.5,14,,
AZ_WB,2019-08-03,190,,,4,36,,
AZ_WB,2019-08-03,190,,,3.5,29,,
AZ_WB,2019-08-03,190,,,3,19,,
AZ_WB,2019-08-03,190,,,2.5,13,,
AZ_WB,2019-08-03,190,,,2,37,,
AZ_WB,2019-08-03,190,,,1.5,26,,
AZ_WB,2019-08-03,190,,,1,32,,
AZ_WB,2019-08-03,190,,,0.5,22,,
AZ_WB,2019-08-03,190,,,0,12,,
