#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# U.S. Geological Survey, National Water Information System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Surface water measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Retrieved: 2018-12-11 20:47:55 EST     (sdww01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Further descriptions of the columns and codes used can be found at:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  USGS 02322500 SANTA FE RIVER NEAR FORT WHITE, FLA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,2322500,194,10/18/1945,,Yes,KCB,USGS,1.21,1260,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1260,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,195,11/29/1945,,Yes,KCB,USGS,0.89,1010,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1010,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,196,1/14/1946,,Yes,KCB,USGS,1.9,1870,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1870,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,197,2/25/1946,,Yes,KCB,USGS,1.27,1320,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1320,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,198,4/16/1946,,Yes,KCB,USGS,1.05,1130,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1130,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,199,5/27/1946,,Yes,KCB,USGS,2.02,1920,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1920,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,200,7/1/1946,,Yes,KCB,USGS,2.54,2370,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2370,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,201,8/7/1946,,Yes,KCB,USGS,4.72,3600,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3600,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,202,9/9/1946,,Yes,TGS,USGS,2.95,2470,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2470,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,203,10/21/1946,,Yes,TGS,USGS,2.84,2520,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2520,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,204,12/11/1946,,Yes,TGS,USGS,1.39,1470,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1470,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,205,1/14/1947,,Yes,TGS,USGS,1.09,1220,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,206,3/3/1947,,Yes,TGS,USGS,1.61,1630,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1630,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,207,4/7/1947,,Yes,cwz,USGS,2.75,2430,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2430,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,208,5/19/1947,,Yes,cwz,USGS,1.23,1350,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1350,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,209,7/1/1947,,Yes,TGS,USGS,1.09,1220,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,210,8/18/1947,,Yes,CWZ,USGS,1.06,1230,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1230,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,211,10/2/1947,,Yes,CWZ,USGS,6.3,5420,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,5420,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,212,11/12/1947,,Yes,CWZ,USGS,6.39,3540,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3540,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,213,12/12/1947,,Yes,CWZ,USGS,5.26,2470,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2470,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,214,1/12/1948,,Yes,CWZ,USGS,4.28,2340,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2340,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,215,2/19/1948,,Yes,CWZ,USGS,3.83,2610,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2610,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,216,3/18/1948,,Yes,CWZ,USGS,10.47,7750,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,7750,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,217,4/13/1948,,Yes,CWZ,USGS,3.65,3840,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3840,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,218,6/10/1948,,Yes,MSG,USGS,1.95,2040,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2040,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,219,7/19/1948,,Yes,MSG,USGS,1.66,1760,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1760,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,220,9/7/1948,,Yes,MSG,USGS,2.6,2390,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2390,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,221,10/18/1948,,Yes,MSG,USGS,3.87,3120,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3120,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,222,11/22/1948,,Yes,REC,USGS,1.88,1960,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1960,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,223,1/3/1949,,Yes,REC,USGS,2.16,2050,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,224,2/14/1949,,Yes,REC,USGS,4.59,4060,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,4060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,225,3/28/1949,,Yes,REC,USGS,1.66,1590,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,226,5/6/1949,,Yes,REC,USGS,1.59,1650,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,227,6/27/1949,,Yes,REC,USGS,1.43,1380,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1380,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,228,8/8/1949,,Yes,REC,USGS,1.68,1690,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1690,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,229,9/19/1949,,Yes,REC,USGS,3.48,2840,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2840,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,230,10/31/1949,,Yes,REC,USGS,1.85,1880,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1880,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,231,12/12/1949,,Yes,JAM,USGS,1.65,1740,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1740,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,232,1/23/1950,,Yes,JAM,USGS,1.3,1410,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1410,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,233,3/6/1950,,Yes,CWC,USGS,1.14,1280,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1280,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,234,4/28/1950,,Yes,CWC,USGS,1,1160,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1160,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,235,6/5/1950,,Yes,WEK,USGS,0.96,1080,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,236,7/17/1950,,Yes,RCH,USGS,1.62,1580,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1580,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,237,8/29/1950,,Yes,RHM,USGS,1.06,1160,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1160,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,238,9/8/1950,,Yes,WEK,USGS,3.5,2890,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2890,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,239,10/18/1950,,Yes,RNM,USGS,1.9,1920,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1920,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,240,11/18/1950,,Yes,WEK,USGS,2.42,2230,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2230,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,241,1/9/1951,,Yes,WEK,USGS,1.48,1600,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1600,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,242,2/14/1951,,Yes,WEK,USGS,1.29,1350,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1350,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,243,3/27/1951,,Yes,WEK,USGS,1.3,1370,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1370,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,244,5/8/1951,,Yes,WEK,USGS,1.07,1140,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1140,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,245,6/20/1951,,Yes,WEK,USGS,95,1060,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,246,7/31/1951,,Yes,WEK,USGS,0.97,1050,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,247,9/11/1951,,Yes,REC,USGS,0.97,1060,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,248,10/23/1951,,Yes,REC,USGS,0.91,1120,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1120,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,249,12/5/1951,,Yes,REC,USGS,1.2,1240,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1240,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,250,1/15/1952,,Yes,REC,USGS,1,1060,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,251,2/25/1952,,Yes,REC,USGS,2.08,1790,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1790,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,252,4/8/1952,,Yes,REC,USGS,1.33,1280,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1280,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,253,5/19/1952,,Yes,REC,USGS,1.16,1010,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1010,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,254,7/1/1952,,Yes,REC,USGS,1.18,912,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,912,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,255,8/11/1952,,Yes,REC,USGS,1.09,962,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,962,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,256,9/22/1952,,Yes,REC,USGS,1.06,1000,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1000,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,257,10/4/1952,,Yes,REC,USGS,1.02,1010,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1010,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,258,12/15/1952,,Yes,REC,USGS,0.85,902,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,902,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,259,1/26/1953,,Yes,REC,USGS,1.05,1070,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1070,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,260,3/9/1953,,Yes,REC,USGS,0.87,940,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,940,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,261,4/21/1953,,Yes,REC,USGS,2.99,2290,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2290,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,262,6/2/1953,,Yes,REC,USGS,1.06,1100,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1100,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,263,7/14/1953,,Yes,REC,USGS,1.04,1050,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,264,8/25/1953,,Yes,REC,USGS,2.26,1790,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1790,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,265,10/5/1953,,Yes,REC,USGS,4.57,3810,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3810,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,266,11/24/1953,,Yes,REC,USGS,1.67,1660,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1660,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,267,1/11/1954,,Yes,JEC,USGS,3.88,2930,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2930,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,268,2/9/1954,,Yes,JEC,USGS,1.87,2000,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2000,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,269,3/23/1954,,Yes,REC,USGS,1.51,1540,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1540,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,270,5/6/1954,,Yes,REC,USGS,1.23,1270,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1270,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,271,6/17/1954,,Yes,REC,USGS,1.06,1110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,272,7/29/1954,,Yes,REC,USGS,1.02,1060,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,273,9/16/1954,,Yes,REC,USGS,0.98,961,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,961,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,274,10/28/1954,,Yes,REC,USGS,0.89,971,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,971,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,275,12/2/1954,,Yes,DLR,USGS,0.8,880,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,880,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,276,1/13/1955,,Yes,RHM,USGS,0.74,861,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,861,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,277,2/23/1955,,Yes,RHM,USGS,1.13,1100,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1100,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,278,4/7/1955,,Yes,RHM,USGS,0.8,900,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,900,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,279,5/16/1955,,Yes,RHM,USGS,0.76,870,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,870,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,280,6/29/1955,,Yes,RHM,USGS,0.75,805,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,805,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,281,8/11/1955,,Yes,RHM,USGS,0.76,835,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,835,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,282,9/23/1955,,Yes,RHM,USGS,0.72,769,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,769,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,283,11/3/1955,,Yes,DLR,USGS,0.58,713,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,713,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,284,12/16/1955,,Yes,DLR,USGS,0.52,674,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,674,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,285,1/28/1956,,Yes,DLR,USGS,0.49,680,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,680,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,286,3/7/1956,,Yes,DLR,USGS,0.56,681,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,681,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,287,4/20/1956,,Yes,DLR,USGS,0.48,662,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,662,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,288,6/1/1956,,Yes,DLR,USGS,0.6,740,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,740,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,289,7/12/1956,,Yes,DLR,USGS,1.04,924,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,924,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,290,8/23/1956,,Yes,DLR,USGS,0.76,871,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,871,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,291,10/4/1956,,Yes,DLR,USGS,0.79,774,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,774,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,292,11/15/1956,,Yes,DLR,USGS,0.96,1020,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1020,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,293,12/20/1956,,Yes,DLR,USGS,0.61,803,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,803,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,294,2/14/1957,,Yes,DLR,USGS,0.48,697,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,697,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,295,4/10/1957,,Yes,DLR,USGS,0.56,700,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,700,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,296,6/5/1957,,Yes,GAR,USGS,0.63,696,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,696,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,297,6/18/1957,,Yes,GAR,USGS,3.76,2550,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2550,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,298,8/7/1957,,Yes,GAR,USGS,1.74,1710,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1710,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,299,9/19/1957,,Yes,GAR,USGS,1.13,1200,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1200,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,300,10/24/1957,,Yes,GAR,USGS,1.35,1960,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1960,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,301,1/29/1958,,Yes,GAR,USGS,1.08,1150,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1150,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,302,3/26/1958,,Yes,GAR,USGS,2.84,2180,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2180,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,303,4/3/1958,,Yes,GAR,USGS,2.36,2080,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,304,5/19/1958,,Yes,GAR,USGS,1.6,1430,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1430,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,305,7/16/1958,,Yes,GAR,USGS,2.14,1880,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1880,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
